# Dependencies for design1041
# Analyse and report dependencies of modules.

# Summary Information
# Timestamp	Sun Apr 24 08:52:35 NZST 2022
# Tool	mete-analysis(dependencies):20170202T1945
# System	design1041
# Codebase	./../grad006-03/design1041/design1041

# Attribute Descriptions
# 1	Source	The name of the module the dependency is from.
# 2	Package	The package the source module belongs to. Provided for convenience as it is part of the source name
# 3	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 4	Modifiers	The modifiers for the source module (comma separated).
# 5	Target	The name of the module the dependency is to.
# 6	Package	The package the target module belongs to. Provided for convenience as it is part of the target name
# 7	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 8	Category	Dependencies are classified according to what kind of dependency they represent.
# 9	Area	Classification of the area of the source module the dependency originates from.
# 10	Details	More details of the origin of the dependency. Typically formatted text.
# 11	Locations	Even more details of the origin of the dependency. Typically formatted text.
# 12	Target	Information about the target of the dependency within the target module, if such makes sense.
# 13	Visibility	The degree to which the dependency is visible outside the source module
# 14	Inheritance	In what way is the dependency due to inheritance (if it is)

# Data
# Source	Package	Kind	Modifiers	Target	Package	Kind	Category	Area	Details	Locations	Target	Visibility	Inheritance
print.BoardPrinter	print	Class	public,abstract	boolean*		Primitive	Local	Method	print.BoardPrinter#public void printResult(com.qualitascorpus.testsupport.IO,int[]) {}	4	To whole module	Private	None
print.BoardPrinter	print	Class	public,abstract	java.lang.StringBuilder*	java.lang	Class	InvokeSpecial	Method	print.BoardPrinter#public void printResult(com.qualitascorpus.testsupport.IO,int[]) {}	1,11	java.lang.StringBuilder#<init>() <>*	Private	None
print.BoardPrinter	print	Class	public,abstract	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	print.BoardPrinter#public void printResult(com.qualitascorpus.testsupport.IO,int[]) {}	2,12	java.lang.StringBuilder#java.lang.StringBuilder append(java.lang.String) <>*	Private	None
print.BoardPrinter	print	Class	public,abstract	print.BoardPrinter	print	Class	InvokeInstance	Method	print.BoardPrinter#public void printResult(com.qualitascorpus.testsupport.IO,int[]) {}	3,9	print.BoardPrinter#protected int convertToPrintValue(int) {}	Private	None
print.BoardPrinter	print	Class	public,abstract	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	print.BoardPrinter#public void printResult(com.qualitascorpus.testsupport.IO,int[]) {}	4,13	java.lang.StringBuilder#java.lang.StringBuilder append(int) <>*	Private	None
print.BoardPrinter	print	Class	public,abstract	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	print.BoardPrinter#public void printResult(com.qualitascorpus.testsupport.IO,int[]) {}	7,15	java.lang.StringBuilder#java.lang.String toString() <>*	Private	None
print.BoardPrinter	print	Class	public,abstract	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	print.BoardPrinter#public void printResult(com.qualitascorpus.testsupport.IO,int[]) {}	8,10,16	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
print.BoardPrinter	print	Class	public,abstract	java.lang.Object*	java.lang	Class	InvokeSuper	Method	print.BoardPrinter#public <init>() {}	1	java.lang.Object#public <init>() <>*	Private	None
print.BoardPrinter	print	Class	public,abstract	int*		Primitive	Parameter	Method	print.BoardPrinter#protected int convertToPrintValue(int) {}	0	To whole module	Protected	None
print.BoardPrinter	print	Class	public,abstract	int*		Primitive	Return	Method	print.BoardPrinter#protected int convertToPrintValue(int) {}		To whole module	Protected	None
kalah.Kalah	kalah	Class	public	java.lang.Object*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.Kalah	kalah	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Kalah#public <init>() {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Kalah	kalah	Class	public	java.lang.String*	java.lang	Class	Parameter	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	0	To whole module	Public	None
kalah.Kalah	kalah	Class	public	void*		Primitive	Return	Method	kalah.Kalah#public static void main(java.lang.String[]) {}		To whole module	Public	None
kalah.Kalah	kalah	Class	public	kalah.Kalah	kalah	Class	InvokeSpecial	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	1	kalah.Kalah#public <init>() {}	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.MockIO*?	com.qualitascorpus.testsupport	Unknown	InvokeSpecial	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	2	com.qualitascorpus.testsupport.MockIO#<init>() <>*	Private	None
kalah.Kalah	kalah	Class	public	kalah.Kalah	kalah	Class	InvokeInstance	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	3	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Parameter	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Public	None
kalah.Kalah	kalah	Class	public	void*		Primitive	Return	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}		To whole module	Public	None
kalah.Kalah	kalah	Class	public	int*		Primitive	Local	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Private	None
kalah.Kalah	kalah	Class	public	print.BoardPrinter	print	Class	Local	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	1	To whole module	Private	None
kalah.Kalah	kalah	Class	public	kalah.Board	kalah	Class	Local	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	2	To whole module	Private	None
kalah.Kalah	kalah	Class	public	print.TwoPlayerBoardPrinter	print	Class	InvokeSpecial	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	1	print.TwoPlayerBoardPrinter#public <init>() {}	Private	None
kalah.Kalah	kalah	Class	public	kalah.Board	kalah	Class	InvokeSpecial	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	2	kalah.Board#public <init>(int,int,int,print.BoardPrinter) {}	Private	None
kalah.Kalah	kalah	Class	public	kalah.Board	kalah	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	3,15	kalah.Board#public void printState(com.qualitascorpus.testsupport.IO) {}	Private	None
kalah.Kalah	kalah	Class	public	kalah.Board	kalah	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	4	kalah.Board#public boolean isGameOver() {}	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	5,14,17	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.Kalah	kalah	Class	public	kalah.Board	kalah	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	6	kalah.Board#public void printResult(com.qualitascorpus.testsupport.IO) {}	Private	None
kalah.Kalah	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeSpecial	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	7	java.lang.StringBuilder#<init>() <>*	Private	None
kalah.Kalah	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	8	java.lang.StringBuilder#java.lang.StringBuilder append(java.lang.String) <>*	Private	None
kalah.Kalah	kalah	Class	public	kalah.Board	kalah	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	9	kalah.Board#public int getPlayer() {}	Private	None
kalah.Kalah	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	10	java.lang.StringBuilder#java.lang.StringBuilder append(int) <>*	Private	None
kalah.Kalah	kalah	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	12	java.lang.StringBuilder#java.lang.String toString() <>*	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	13	com.qualitascorpus.testsupport.IO#int readInteger(java.lang.String,int,int,int,java.lang.String) <>*	Private	None
kalah.Kalah	kalah	Class	public	kalah.Board	kalah	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	16	kalah.Board#public boolean doMove(int) {}	Private	None
kalah.Kalah	kalah	Class	public	java.lang.String*	java.lang	Class	Field	Field	kalah.Kalah#private static final java.lang.String QUIT_STRING		To whole module	Private	None
kalah.Kalah	kalah	Class	public	int*		Primitive	Field	Field	kalah.Kalah#private static final int QUIT_VALUE		To whole module	Private	None
kalah.Kalah	kalah	Class	public	int*		Primitive	Field	Field	kalah.Kalah#private static final int NUM_HOUSES		To whole module	Private	None
kalah.Kalah	kalah	Class	public	int*		Primitive	Field	Field	kalah.Kalah#private static final int NUM_SEEDS		To whole module	Private	None
kalah.Kalah	kalah	Class	public	int*		Primitive	Field	Field	kalah.Kalah#private static final int STARTING_PLAYER		To whole module	Private	None
Main	null	Class	public	junit.framework.TestCase*?	junit.framework	Unknown	Extends	Header			To whole module	Public	None
Main	null	Class	public	junit.framework.TestCase*?	junit.framework	Unknown	InvokeSuper	Method	Main#public <init>() {}	1	junit.framework.TestCase#<init>() <>*	Private	None
Main	null	Class	public	java.lang.String*	java.lang	Class	Parameter	Method	Main#public static void main(java.lang.String[]) {}	0	To whole module	Public	None
Main	null	Class	public	void*		Primitive	Return	Method	Main#public static void main(java.lang.String[]) {}		To whole module	Public	None
Main	null	Class	public	junit.textui.TestRunner*?	junit.textui	Unknown	InvokeStatic	Method	Main#public static void main(java.lang.String[]) {}	1	junit.textui.TestRunner#void run(java.lang.Class) <>*	Private	None
